q(GeV),W(GeV),-t(GeV^2),ds/dt(nb/GeV^2),theta(degrees),ds/dOmega(nb/sr.)
0.11700000E+02 ,0.47792972E+01 ,0.97469961E+01 ,0.68336159E-03 ,0.14260640E+03 ,0.57088995E-03
0.11700000E+02 ,0.47792972E+01 ,0.10035085E+02 ,0.59906142E-03 ,0.14814283E+03 ,0.50046440E-03
0.11700000E+02 ,0.47792972E+01 ,0.10281547E+02 ,0.53471964E-03 ,0.15367850E+03 ,0.44671236E-03
0.11700000E+02 ,0.47792972E+01 ,0.10484081E+02 ,0.49027198E-03 ,0.15921284E+03 ,0.40958016E-03
0.11700000E+02 ,0.47792972E+01 ,0.10640798E+02 ,0.46216143E-03 ,0.16474440E+03 ,0.38609621E-03
0.11700000E+02 ,0.47792972E+01 ,0.10750237E+02 ,0.44386597E-03 ,0.17026863E+03 ,0.37081192E-03
0.11700000E+02 ,0.47792972E+01 ,0.10811401E+02 ,0.43320564E-03 ,0.17576044E+03 ,0.36190613E-03
0.11800000E+02 ,0.47988939E+01 ,0.33375013E+00 ,0.42412374E+01 ,0.42394092E+01 ,0.36132256E+01
0.11800000E+02 ,0.47988939E+01 ,0.39612302E+00 ,0.33743943E+01 ,0.97312125E+01 ,0.28747383E+01
0.11800000E+02 ,0.47988939E+01 ,0.50772526E+00 ,0.23117563E+01 ,0.15255446E+02 ,0.19694481E+01
0.11800000E+02 ,0.47988939E+01 ,0.66753991E+00 ,0.14257809E+01 ,0.20787006E+02 ,0.12146616E+01
0.11800000E+02 ,0.47988939E+01 ,0.87407790E+00 ,0.82829451E+00 ,0.26321342E+02 ,0.70564663E+00
0.11800000E+02 ,0.47988939E+01 ,0.11254116E+01 ,0.47058128E+00 ,0.31857019E+02 ,0.40090100E+00
0.11800000E+02 ,0.47988939E+01 ,0.14191946E+01 ,0.26861289E+00 ,0.37393442E+02 ,0.22883863E+00
0.11800000E+02 ,0.47988939E+01 ,0.17526840E+01 ,0.15655643E+00 ,0.42930321E+02 ,0.13337468E+00
0.11800000E+02 ,0.47988939E+01 ,0.21227663E+01 ,0.93977100E-01 ,0.48467497E+02 ,0.80061649E-01
0.11800000E+02 ,0.47988939E+01 ,0.25259860E+01 ,0.58283357E-01 ,0.54004875E+02 ,0.49653178E-01
0.11800000E+02 ,0.47988939E+01 ,0.29585784E+01 ,0.37269111E-01 ,0.59542395E+02 ,0.31750570E-01
0.11800000E+02 ,0.47988939E+01 ,0.34165045E+01 ,0.24492272E-01 ,0.65080015E+02 ,0.20865633E-01
0.11800000E+02 ,0.47988939E+01 ,0.38954888E+01 ,0.16448976E-01 ,0.70617708E+02 ,0.14013330E-01
0.11800000E+02 ,0.47988939E+01 ,0.43910592E+01 ,0.11267098E-01 ,0.76155451E+02 ,0.95987470E-02
0.11800000E+02 ,0.47988939E+01 ,0.48985886E+01 ,0.79024171E-02 ,0.81693227E+02 ,0.67322842E-02
0.11800000E+02 ,0.47988939E+01 ,0.54133385E+01 ,0.56789925E-02 ,0.87231022E+02 ,0.48380882E-02
0.11800000E+02 ,0.47988939E+01 ,0.59305026E+01 ,0.41871203E-02 ,0.92768823E+02 ,0.35671217E-02
0.11800000E+02 ,0.47988939E+01 ,0.64452524E+01 ,0.31462121E-02 ,0.98306618E+02 ,0.26803437E-02
0.11800000E+02 ,0.47988939E+01 ,0.69527819E+01 ,0.23893174E-02 ,0.10384439E+03 ,0.20355245E-02
0.11800000E+02 ,0.47988939E+01 ,0.74483522E+01 ,0.18350541E-02 ,0.10938214E+03 ,0.15633326E-02
0.11800000E+02 ,0.47988939E+01 ,0.79273366E+01 ,0.14358038E-02 ,0.11491983E+03 ,0.12232003E-02
0.11800000E+02 ,0.47988939E+01 ,0.83852627E+01 ,0.11587393E-02 ,0.12045745E+03 ,0.98716153E-03
0.11800000E+02 ,0.47988939E+01 ,0.88178551E+01 ,0.96927375E-03 ,0.12599497E+03 ,0.82575068E-03
0.11800000E+02 ,0.47988939E+01 ,0.92210748E+01 ,0.83551897E-03 ,0.13153235E+03 ,0.71180134E-03
0.11800000E+02 ,0.47988939E+01 ,0.95911570E+01 ,0.73008684E-03 ,0.13706952E+03 ,0.62198085E-03
0.11800000E+02 ,0.47988939E+01 ,0.99246465E+01 ,0.63784622E-03 ,0.14260640E+03 ,0.54339855E-03
0.11800000E+02 ,0.47988939E+01 ,0.10218429E+02 ,0.55859150E-03 ,0.14814283E+03 ,0.47587930E-03
0.11800000E+02 ,0.47988939E+01 ,0.10469763E+02 ,0.49770311E-03 ,0.15367850E+03 ,0.42400682E-03
0.11800000E+02 ,0.47988939E+01 ,0.10676301E+02 ,0.45611951E-03 ,0.15921284E+03 ,0.38858063E-03
0.11800000E+02 ,0.47988939E+01 ,0.10836116E+02 ,0.42935262E-03 ,0.16474440E+03 ,0.36577718E-03
0.11800000E+02 ,0.47988939E+01 ,0.10947718E+02 ,0.41242381E-03 ,0.17026863E+03 ,0.35135507E-03
0.11800000E+02 ,0.47988939E+01 ,0.11010091E+02 ,0.40219153E-03 ,0.17576044E+03 ,0.34263791E-03
0.11900000E+02 ,0.48184107E+01 ,0.32585296E+00 ,0.44151734E+01 ,0.42394092E+01 ,0.38340483E+01
0.11900000E+02 ,0.48184107E+01 ,0.38943043E+00 ,0.34916001E+01 ,0.97312125E+01 ,0.30320358E+01
0.11900000E+02 ,0.48184107E+01 ,0.50318799E+00 ,0.23689882E+01 ,0.15255446E+02 ,0.20571821E+01
0.11900000E+02 ,0.48184107E+01 ,0.66608905E+00 ,0.14452051E+01 ,0.20787006E+02 ,0.12549872E+01
0.11900000E+02 ,0.48184107E+01 ,0.87661580E+00 ,0.83031793E+00 ,0.26321342E+02 ,0.72103150E+00
0.11900000E+02 ,0.48184107E+01 ,0.11328034E+01 ,0.46717459E+00 ,0.31857019E+02 ,0.40568508E+00
0.11900000E+02 ,0.48184107E+01 ,0.14322600E+01 ,0.26419051E+00 ,0.37393442E+02 ,0.22941776E+00
0.11900000E+02 ,0.48184107E+01 ,0.17721900E+01 ,0.15294408E+00 ,0.42930321E+02 ,0.13281358E+00
0.11900000E+02 ,0.48184107E+01 ,0.21494194E+01 ,0.91255050E-01 ,0.48467497E+02 ,0.79244062E-01
0.11900000E+02 ,0.48184107E+01 ,0.25604263E+01 ,0.56294159E-01 ,0.54004875E+02 ,0.48884723E-01
0.11900000E+02 ,0.48184107E+01 ,0.30013731E+01 ,0.35877041E-01 ,0.59542395E+02 ,0.31154905E-01
0.11900000E+02 ,0.48184107E+01 ,0.34681429E+01 ,0.23487006E-01 ,0.65080015E+02 ,0.20395647E-01
0.11900000E+02 ,0.48184107E+01 ,0.39563776E+01 ,0.15713539E-01 ,0.70617708E+02 ,0.13645323E-01
0.11900000E+02 ,0.48184107E+01 ,0.44615187E+01 ,0.10728181E-01 ,0.76155451E+02 ,0.93161380E-02
0.11900000E+02 ,0.48184107E+01 ,0.49788497E+01 ,0.75001493E-02 ,0.81693227E+02 ,0.65129798E-02
0.11900000E+02 ,0.48184107E+01 ,0.55035407E+01 ,0.53758639E-02 ,0.87231022E+02 ,0.46682928E-02
0.11900000E+02 ,0.48184107E+01 ,0.60306925E+01 ,0.39563424E-02 ,0.92768823E+02 ,0.34356087E-02
0.11900000E+02 ,0.48184107E+01 ,0.65553834E+01 ,0.29684490E-02 ,0.98306618E+02 ,0.25777418E-02
0.11900000E+02 ,0.48184107E+01 ,0.70727145E+01 ,0.22489500E-02 ,0.10384439E+03 ,0.19529432E-02
0.11900000E+02 ,0.48184107E+01 ,0.75778556E+01 ,0.17220329E-02 ,0.10938214E+03 ,0.14953789E-02
0.11900000E+02 ,0.48184107E+01 ,0.80660903E+01 ,0.13449430E-02 ,0.11491983E+03 ,0.11679216E-02
0.11900000E+02 ,0.48184107E+01 ,0.85328601E+01 ,0.10839926E-02 ,0.12045745E+03 ,0.94131749E-03
0.11900000E+02 ,0.48184107E+01 ,0.89738069E+01 ,0.90619906E-03 ,0.12599497E+03 ,0.78692516E-03
0.11900000E+02 ,0.48184107E+01 ,0.93848137E+01 ,0.78098638E-03 ,0.13153235E+03 ,0.67819297E-03
0.11900000E+02 ,0.48184107E+01 ,0.97620432E+01 ,0.68242501E-03 ,0.13706952E+03 ,0.59260425E-03
0.11900000E+02 ,0.48184107E+01 ,0.10101973E+02 ,0.59576271E-03 ,0.14260640E+03 ,0.51734843E-03
0.11900000E+02 ,0.48184107E+01 ,0.10401430E+02 ,0.52091158E-03 ,0.14814283E+03 ,0.45234921E-03
0.11900000E+02 ,0.48184107E+01 ,0.10657617E+02 ,0.46346153E-03 ,0.15367850E+03 ,0.40246074E-03
0.11900000E+02 ,0.48184107E+01 ,0.10868144E+02 ,0.42490540E-03 ,0.15921284E+03 ,0.36897936E-03
0.11900000E+02 ,0.48184107E+01 ,0.11031045E+02 ,0.39957082E-03 ,0.16474440E+03 ,0.34697932E-03
0.11900000E+02 ,0.48184107E+01 ,0.11144803E+02 ,0.38347369E-03 ,0.17026863E+03 ,0.33300089E-03
0.11900000E+02 ,0.48184107E+01 ,0.11208380E+02 ,0.37372274E-03 ,0.17576044E+03 ,0.32453337E-03
0.12000000E+02 ,0.48378489E+01 ,0.31828914E+00 ,0.45913424E+01 ,0.42394092E+01 ,0.40623111E+01
0.12000000E+02 ,0.48378489E+01 ,0.38306704E+00 ,0.36087468E+01 ,0.97312125E+01 ,0.31929338E+01
0.12000000E+02 ,0.48378489E+01 ,0.49897251E+00 ,0.24252128E+01 ,0.15255446E+02 ,0.21457709E+01
0.12000000E+02 ,0.48378489E+01 ,0.66494939E+00 ,0.14630271E+01 ,0.20787006E+02 ,0.12944518E+01
0.12000000E+02 ,0.48378489E+01 ,0.87945120E+00 ,0.83128034E+00 ,0.26321342E+02 ,0.73549717E+00
0.12000000E+02 ,0.48378489E+01 ,0.11404760E+01 ,0.46299481E+00 ,0.31857019E+02 ,0.40964685E+00
0.12000000E+02 ,0.48378489E+01 ,0.14455868E+01 ,0.25982378E+00 ,0.37393442E+02 ,0.22988593E+00
0.12000000E+02 ,0.48378489E+01 ,0.17919352E+01 ,0.14931633E+00 ,0.42930321E+02 ,0.13211156E+00
0.12000000E+02 ,0.48378489E+01 ,0.21762872E+01 ,0.88583301E-01 ,0.48467497E+02 ,0.78376408E-01
0.12000000E+02 ,0.48378489E+01 ,0.25950545E+01 ,0.54421684E-01 ,0.54004875E+02 ,0.48151018E-01
0.12000000E+02 ,0.48378489E+01 ,0.30443271E+01 ,0.34525691E-01 ,0.59542395E+02 ,0.30547514E-01
0.12000000E+02 ,0.48378489E+01 ,0.35199102E+01 ,0.22528544E-01 ,0.65080015E+02 ,0.19932723E-01
0.12000000E+02 ,0.48378489E+01 ,0.40173635E+01 ,0.15018645E-01 ,0.70617708E+02 ,0.13288142E-01
0.12000000E+02 ,0.48378489E+01 ,0.45320424E+01 ,0.10233232E-01 ,0.76155451E+02 ,0.90541212E-02
0.12000000E+02 ,0.48378489E+01 ,0.50591414E+01 ,0.71252590E-02 ,0.81693227E+02 ,0.63042605E-02
0.12000000E+02 ,0.48378489E+01 ,0.55937393E+01 ,0.50980089E-02 ,0.87231022E+02 ,0.45105976E-02
0.12000000E+02 ,0.48378489E+01 ,0.61308446E+01 ,0.37405907E-02 ,0.92768823E+02 ,0.33095861E-02
0.12000000E+02 ,0.48378489E+01 ,0.66654424E+01 ,0.28022820E-02 ,0.98306618E+02 ,0.24793928E-02
0.12000000E+02 ,0.48378489E+01 ,0.71925415E+01 ,0.21191313E-02 ,0.10384439E+03 ,0.18749572E-02
0.12000000E+02 ,0.48378489E+01 ,0.77072204E+01 ,0.16194357E-02 ,0.10938214E+03 ,0.14328384E-02
0.12000000E+02 ,0.48378489E+01 ,0.82046737E+01 ,0.12608366E-02 ,0.11491983E+03 ,0.11155584E-02
0.12000000E+02 ,0.48378489E+01 ,0.86802568E+01 ,0.10154922E-02 ,0.12045745E+03 ,0.89848349E-03
0.12000000E+02 ,0.48378489E+01 ,0.91295293E+01 ,0.84868350E-03 ,0.12599497E+03 ,0.75089508E-03
0.12000000E+02 ,0.48378489E+01 ,0.95482966E+01 ,0.73121582E-03 ,0.13153235E+03 ,0.64696245E-03
0.12000000E+02 ,0.48378489E+01 ,0.99326487E+01 ,0.63923399E-03 ,0.13706952E+03 ,0.56557911E-03
0.12000000E+02 ,0.48378489E+01 ,0.10278997E+02 ,0.55726335E-03 ,0.14260640E+03 ,0.49305342E-03
0.12000000E+02 ,0.48378489E+01 ,0.10584108E+02 ,0.48646434E-03 ,0.14814283E+03 ,0.43041214E-03
0.12000000E+02 ,0.48378489E+01 ,0.10845133E+02 ,0.43182028E-03 ,0.15367850E+03 ,0.38206436E-03
0.12000000E+02 ,0.48378489E+01 ,0.11059634E+02 ,0.39539041E-03 ,0.15921284E+03 ,0.34983208E-03
0.12000000E+02 ,0.48378489E+01 ,0.11225611E+02 ,0.37216550E-03 ,0.16474440E+03 ,0.32928322E-03
0.12000000E+02 ,0.48378489E+01 ,0.11341517E+02 ,0.35689257E-03 ,0.17026863E+03 ,0.31577010E-03
0.12000000E+02 ,0.48378489E+01 ,0.11406295E+02 ,0.34767987E-03 ,0.17576044E+03 ,0.30761892E-03
0.12500000E+02 ,0.49338912E+01 ,0.28484518E+00 ,0.54949442E+01 ,0.42394092E+01 ,0.53081735E+01
0.12500000E+02 ,0.49338912E+01 ,0.35557055E+00 ,0.41862147E+01 ,0.97312125E+01 ,0.40439272E+01
0.12500000E+02 ,0.49338912E+01 ,0.48211766E+00 ,0.26832630E+01 ,0.15255446E+02 ,0.25920601E+01
0.12500000E+02 ,0.49338912E+01 ,0.66333341E+00 ,0.15335075E+01 ,0.20787006E+02 ,0.14813843E+01
0.12500000E+02 ,0.49338912E+01 ,0.89752931E+00 ,0.82663129E+00 ,0.26321342E+02 ,0.79853446E+00
0.12500000E+02 ,0.49338912E+01 ,0.11825196E+01 ,0.43939208E+00 ,0.31857019E+02 ,0.42445734E+00
0.12500000E+02 ,0.49338912E+01 ,0.15156436E+01 ,0.23719080E+00 ,0.37393442E+02 ,0.22912879E+00
0.12500000E+02 ,0.49338912E+01 ,0.18937913E+01 ,0.13203079E+00 ,0.42930321E+02 ,0.12754312E+00
0.12500000E+02 ,0.49338912E+01 ,0.23134320E+01 ,0.76306311E-01 ,0.48467497E+02 ,0.73712693E-01
0.12500000E+02 ,0.49338912E+01 ,0.27706476E+01 ,0.45884877E-01 ,0.54004875E+02 ,0.44325270E-01
0.12500000E+02 ,0.49338912E+01 ,0.32611693E+01 ,0.28584764E-01 ,0.59542395E+02 ,0.27613180E-01
0.12500000E+02 ,0.49338912E+01 ,0.37804172E+01 ,0.18346022E-01 ,0.65080015E+02 ,0.17722449E-01
0.12500000E+02 ,0.49338912E+01 ,0.43235432E+01 ,0.12046305E-01 ,0.70617708E+02 ,0.11636857E-01
0.12500000E+02 ,0.49338912E+01 ,0.48854764E+01 ,0.80729259E-02 ,0.76155451E+02 ,0.77985307E-02
0.12500000E+02 ,0.49338912E+01 ,0.54609701E+01 ,0.55421454E-02 ,0.81693227E+02 ,0.53537703E-02
0.12500000E+02 ,0.49338912E+01 ,0.60446511E+01 ,0.39195695E-02 ,0.87231022E+02 ,0.37863451E-02
0.12500000E+02 ,0.49338912E+01 ,0.66310697E+01 ,0.28524844E-02 ,0.92768823E+02 ,0.27555298E-02
0.12500000E+02 ,0.49338912E+01 ,0.72147507E+01 ,0.21187118E-02 ,0.98306618E+02 ,0.20466977E-02
0.12500000E+02 ,0.49338912E+01 ,0.77902443E+01 ,0.15867940E-02 ,0.10384439E+03 ,0.15328596E-02
0.12500000E+02 ,0.49338912E+01 ,0.83521775E+01 ,0.11995980E-02 ,0.10938214E+03 ,0.11588242E-02
0.12500000E+02 ,0.49338912E+01 ,0.88953036E+01 ,0.92513606E-03 ,0.11491983E+03 ,0.89369110E-03
0.12500000E+02 ,0.49338912E+01 ,0.94145515E+01 ,0.73998829E-03 ,0.12045745E+03 ,0.71483642E-03
0.12500000E+02 ,0.49338912E+01 ,0.99050732E+01 ,0.61648364E-03 ,0.12599497E+03 ,0.59552963E-03
0.12500000E+02 ,0.49338912E+01 ,0.10362289E+02 ,0.53187951E-03 ,0.13153235E+03 ,0.51380116E-03
0.12500000E+02 ,0.49338912E+01 ,0.10781929E+02 ,0.46563694E-03 ,0.13706952E+03 ,0.44981015E-03
0.12500000E+02 ,0.49338912E+01 ,0.11160077E+02 ,0.40402414E-03 ,0.14260640E+03 ,0.39029154E-03
0.12500000E+02 ,0.49338912E+01 ,0.11493201E+02 ,0.34904709E-03 ,0.14814283E+03 ,0.33718314E-03
0.12500000E+02 ,0.49338912E+01 ,0.11778191E+02 ,0.30763914E-03 ,0.15367850E+03 ,0.29718262E-03
0.12500000E+02 ,0.49338912E+01 ,0.12012387E+02 ,0.28067102E-03 ,0.15921284E+03 ,0.27113114E-03
0.12500000E+02 ,0.49338912E+01 ,0.12193603E+02 ,0.26399492E-03 ,0.16474440E+03 ,0.25502185E-03
0.12500000E+02 ,0.49338912E+01 ,0.12320150E+02 ,0.25298946E-03 ,0.17026863E+03 ,0.24439046E-03
0.12500000E+02 ,0.49338912E+01 ,0.12390876E+02 ,0.24611570E-03 ,0.17576044E+03 ,0.23775034E-03
0.13000000E+02 ,0.50280993E+01 ,0.25737687E+00 ,0.64244488E+01 ,0.42394092E+01 ,0.67213613E+01
0.13000000E+02 ,0.50280993E+01 ,0.33397440E+00 ,0.47446998E+01 ,0.97312125E+01 ,0.49639810E+01
0.13000000E+02 ,0.50280993E+01 ,0.47102842E+00 ,0.29037577E+01 ,0.15255446E+02 ,0.30379578E+01
0.13000000E+02 ,0.50280993E+01 ,0.66729008E+00 ,0.15751464E+01 ,0.20787006E+02 ,0.16479435E+01
0.13000000E+02 ,0.50280993E+01 ,0.92093072E+00 ,0.80778713E+00 ,0.26321342E+02 ,0.84511984E+00
0.13000000E+02 ,0.50280993E+01 ,0.12295831E+01 ,0.41144308E+00 ,0.31857019E+02 ,0.43045835E+00
0.13000000E+02 ,0.50280993E+01 ,0.15903656E+01 ,0.21448407E+00 ,0.37393442E+02 ,0.22439668E+00
0.13000000E+02 ,0.50280993E+01 ,0.19999100E+01 ,0.11610052E+00 ,0.42930321E+02 ,0.12146623E+00
0.13000000E+02 ,0.50280993E+01 ,0.24543925E+01 ,0.65648702E-01 ,0.48467497E+02 ,0.68682724E-01
0.13000000E+02 ,0.50280993E+01 ,0.29495696E+01 ,0.38748002E-01 ,0.54004875E+02 ,0.40538781E-01
0.13000000E+02 ,0.50280993E+01 ,0.34808182E+01 ,0.23751753E-01 ,0.59542395E+02 ,0.24849464E-01
0.13000000E+02 ,0.50280993E+01 ,0.40431780E+01 ,0.15022014E-01 ,0.65080015E+02 ,0.15716272E-01
0.13000000E+02 ,0.50280993E+01 ,0.46313986E+01 ,0.97204513E-02 ,0.70617708E+02 ,0.10169692E-01
0.13000000E+02 ,0.50280993E+01 ,0.52399877E+01 ,0.64212738E-02 ,0.76155451E+02 ,0.67180396E-02
0.13000000E+02 ,0.50280993E+01 ,0.58632633E+01 ,0.43552079E-02 ,0.81693227E+02 ,0.45564883E-02
0.13000000E+02 ,0.50280993E+01 ,0.64954060E+01 ,0.30469346E-02 ,0.87231022E+02 ,0.31877518E-02
0.13000000E+02 ,0.50280993E+01 ,0.71305135E+01 ,0.22006169E-02 ,0.92768823E+02 ,0.23023207E-02
0.13000000E+02 ,0.50280993E+01 ,0.77626561E+01 ,0.16216220E-02 ,0.98306618E+02 ,0.16965670E-02
0.13000000E+02 ,0.50280993E+01 ,0.83859317E+01 ,0.12054482E-02 ,0.10384439E+03 ,0.12611592E-02
0.13000000E+02 ,0.50280993E+01 ,0.89945209E+01 ,0.90147474E-03 ,0.10938214E+03 ,0.94313732E-03
0.13000000E+02 ,0.50280993E+01 ,0.95827414E+01 ,0.69085865E-03 ,0.11491983E+03 ,0.72278740E-03
0.13000000E+02 ,0.50280993E+01 ,0.10145101E+02 ,0.54895501E-03 ,0.12045745E+03 ,0.57432553E-03
0.13000000E+02 ,0.50280993E+01 ,0.10676350E+02 ,0.45590579E-03 ,0.12599497E+03 ,0.47697594E-03
0.13000000E+02 ,0.50280993E+01 ,0.11171527E+02 ,0.39461611E-03 ,0.13153235E+03 ,0.41285370E-03
0.13000000E+02 ,0.50280993E+01 ,0.11626009E+02 ,0.34589979E-03 ,0.13706952E+03 ,0.36188591E-03
0.13000000E+02 ,0.50280993E+01 ,0.12035554E+02 ,0.29872605E-03 ,0.14260640E+03 ,0.31253198E-03
0.13000000E+02 ,0.50280993E+01 ,0.12396336E+02 ,0.25519739E-03 ,0.14814283E+03 ,0.26699160E-03
0.13000000E+02 ,0.50280993E+01 ,0.12704989E+02 ,0.22301358E-03 ,0.15367850E+03 ,0.23332038E-03
0.13000000E+02 ,0.50280993E+01 ,0.12958629E+02 ,0.20323075E-03 ,0.15921284E+03 ,0.21262327E-03
0.13000000E+02 ,0.50280993E+01 ,0.13154891E+02 ,0.19099097E-03 ,0.16474440E+03 ,0.19981781E-03
0.13000000E+02 ,0.50280993E+01 ,0.13291945E+02 ,0.18273713E-03 ,0.17026863E+03 ,0.19118251E-03
0.13000000E+02 ,0.50280993E+01 ,0.13368543E+02 ,0.17707612E-03 ,0.17576044E+03 ,0.18525987E-03
0.13500000E+02 ,0.51205744E+01 ,0.23452428E+00 ,0.73683232E+01 ,0.42394092E+01 ,0.82939183E+01
0.13500000E+02 ,0.51205744E+01 ,0.31693514E+00 ,0.52772670E+01 ,0.97312125E+01 ,0.59401876E+01
0.13500000E+02 ,0.51205744E+01 ,0.46439082E+00 ,0.30845355E+01 ,0.15255446E+02 ,0.34720091E+01
0.13500000E+02 ,0.51205744E+01 ,0.67554768E+00 ,0.15914820E+01 ,0.20787006E+02 ,0.17914010E+01
0.13500000E+02 ,0.51205744E+01 ,0.94843827E+00 ,0.77886206E+00 ,0.26321342E+02 ,0.87670127E+00
0.13500000E+02 ,0.51205744E+01 ,0.12805157E+01 ,0.38138546E+00 ,0.31857019E+02 ,0.42929440E+00
0.13500000E+02 ,0.51205744E+01 ,0.16686797E+01 ,0.19266737E+00 ,0.37393442E+02 ,0.21686989E+00
0.13500000E+02 ,0.51205744E+01 ,0.21093062E+01 ,0.10176690E+00 ,0.42930321E+02 ,0.11455067E+00
0.13500000E+02 ,0.51205744E+01 ,0.25982814E+01 ,0.56425985E-01 ,0.48467497E+02 ,0.63514113E-01
0.13500000E+02 ,0.51205744E+01 ,0.31310399E+01 ,0.32737813E-01 ,0.54004875E+02 ,0.36850276E-01
0.13500000E+02 ,0.51205744E+01 ,0.37026073E+01 ,0.19786167E-01 ,0.59542395E+02 ,0.22271669E-01
0.13500000E+02 ,0.51205744E+01 ,0.43076472E+01 ,0.12350119E-01 ,0.65080015E+02 ,0.13901518E-01
0.13500000E+02 ,0.51205744E+01 ,0.49405105E+01 ,0.78935653E-02 ,0.70617708E+02 ,0.88851405E-02
0.13500000E+02 ,0.51205744E+01 ,0.55952883E+01 ,0.51459631E-02 ,0.76155451E+02 ,0.57923895E-02
0.13500000E+02 ,0.51205744E+01 ,0.62658671E+01 ,0.34500977E-02 ,0.81693227E+02 ,0.38834926E-02
0.13500000E+02 ,0.51205744E+01 ,0.69459860E+01 ,0.23888874E-02 ,0.87231022E+02 ,0.26889750E-02
0.13500000E+02 ,0.51205744E+01 ,0.76292947E+01 ,0.17143049E-02 ,0.92768823E+02 ,0.19296528E-02
0.13500000E+02 ,0.51205744E+01 ,0.83094136E+01 ,0.12576287E-02 ,0.98306618E+02 ,0.14156097E-02
0.13500000E+02 ,0.51205744E+01 ,0.89799924E+01 ,0.92764240E-03 ,0.10384439E+03 ,0.10441711E-02
0.13500000E+02 ,0.51205744E+01 ,0.96347702E+01 ,0.68689439E-03 ,0.10938214E+03 ,0.77318080E-03
0.13500000E+02 ,0.51205744E+01 ,0.10267633E+02 ,0.52296033E-03 ,0.11491983E+03 ,0.58865364E-03
0.13500000E+02 ,0.51205744E+01 ,0.10872673E+02 ,0.41387851E-03 ,0.12045745E+03 ,0.46586917E-03
0.13500000E+02 ,0.51205744E+01 ,0.11444241E+02 ,0.34212849E-03 ,0.12599497E+03 ,0.38510604E-03
0.13500000E+02 ,0.51205744E+01 ,0.11976999E+02 ,0.29718428E-03 ,0.13153235E+03 ,0.33451602E-03
0.13500000E+02 ,0.51205744E+01 ,0.12465974E+02 ,0.26167817E-03 ,0.13706952E+03 ,0.29454970E-03
0.13500000E+02 ,0.51205744E+01 ,0.12906601E+02 ,0.22467553E-03 ,0.14260640E+03 ,0.25289886E-03
0.13500000E+02 ,0.51205744E+01 ,0.13294765E+02 ,0.18987352E-03 ,0.14814283E+03 ,0.21372508E-03
0.13500000E+02 ,0.51205744E+01 ,0.13626842E+02 ,0.16467064E-03 ,0.15367850E+03 ,0.18535627E-03
0.13500000E+02 ,0.51205744E+01 ,0.13899733E+02 ,0.14949076E-03 ,0.15921284E+03 ,0.16826951E-03
0.13500000E+02 ,0.51205744E+01 ,0.14110890E+02 ,0.14030767E-03 ,0.16474440E+03 ,0.15793286E-03
0.13500000E+02 ,0.51205744E+01 ,0.14258346E+02 ,0.13411712E-03 ,0.17026863E+03 ,0.15096466E-03
0.13500000E+02 ,0.51205744E+01 ,0.14340756E+02 ,0.12948763E-03 ,0.17576044E+03 ,0.14575363E-03
0.14000000E+02 ,0.52114089E+01 ,0.21530878E+00 ,0.83168112E+01 ,0.42394092E+01 ,0.10016601E+02
0.14000000E+02 ,0.52114089E+01 ,0.30348610E+00 ,0.57760238E+01 ,0.97312125E+01 ,0.69565271E+01
0.14000000E+02 ,0.52114089E+01 ,0.46125956E+00 ,0.32274332E+01 ,0.15255446E+02 ,0.38870558E+01
0.14000000E+02 ,0.52114089E+01 ,0.68719148E+00 ,0.15872481E+01 ,0.20787006E+02 ,0.19116498E+01
0.14000000E+02 ,0.52114089E+01 ,0.97917678E+00 ,0.74323748E+00 ,0.26321342E+02 ,0.89514030E+00
0.14000000E+02 ,0.52114089E+01 ,0.13344903E+01 ,0.35090461E+00 ,0.31857019E+02 ,0.42262247E+00
0.14000000E+02 ,0.52114089E+01 ,0.17498149E+01 ,0.17237439E+00 ,0.37393442E+02 ,0.20760425E+00
0.14000000E+02 ,0.52114089E+01 ,0.22212730E+01 ,0.89088478E-01 ,0.42930321E+02 ,0.10729637E+00
0.14000000E+02 ,0.52114089E+01 ,0.27444628E+01 ,0.48529221E-01 ,0.48467497E+02 ,0.58447620E-01
0.14000000E+02 ,0.52114089E+01 ,0.33144994E+01 ,0.27751520E-01 ,0.54004875E+02 ,0.33423374E-01
0.14000000E+02 ,0.52114089E+01 ,0.39260606E+01 ,0.16558910E-01 ,0.59542395E+02 ,0.19943219E-01
0.14000000E+02 ,0.52114089E+01 ,0.45734364E+01 ,0.10210336E-01 ,0.65080015E+02 ,0.12297124E-01
0.14000000E+02 ,0.52114089E+01 ,0.52505824E+01 ,0.64451736E-02 ,0.70617708E+02 ,0.77624378E-02
0.14000000E+02 ,0.52114089E+01 ,0.59511763E+01 ,0.41520363E-02 ,0.76155451E+02 ,0.50006292E-02
0.14000000E+02 ,0.52114089E+01 ,0.66686769E+01 ,0.27521021E-02 ,0.81693227E+02 ,0.33145765E-02
0.14000000E+02 ,0.52114089E+01 ,0.73963850E+01 ,0.18916440E-02 ,0.87231022E+02 ,0.22782581E-02
0.14000000E+02 ,0.52114089E+01 ,0.81275063E+01 ,0.13487857E-02 ,0.92768823E+02 ,0.16244505E-02
0.14000000E+02 ,0.52114089E+01 ,0.88552144E+01 ,0.98484635E-03 ,0.98306618E+02 ,0.11861292E-02
