5	34	10.75
5	35	10.5
5	36	10.5
5	37	10.5
5	38	10.75
5	39	10.75
5	40	11
5	41	11
5	42	11.25
5	43	11.5
5	44	11.5
5	45	11.75
5	46	12
5	47	12
5	48	12.25
5	49	12.5
5	50	12.5
5	51	12.75
5	52	13
5	53	13
5	54	13.25
5	55	13.5
5	56	13.5
5	57	13.75
5	58	14
5	59	14.25
5	60	14.25
5	61	14.5
5	62	14.75
5	63	14.75
5	64	15
5	65	15.25
5	66	15.25
5	67	15.5
5	68	15.75
5	69	15.75
5	70	16
5	71	16.25
5	72	16.5
5	73	16.5
5	74	16.75
5	75	17
5	76	17
5	77	17.25
5	78	17.5
5	79	17.5
5	80	17.75
5	81	18
5	82	18
5	83	18.25
5	84	18.5
5	85	18.75
5	86	18.75
5	87	19
5	88	19.25
5	89	19.25
5	90	19.5
5	91	19.75
5	92	19.75
5	93	20
5	94	20.25
5	95	20.5
5	96	20.5
5	97	20.75
5	98	21
5	99	21.25
5	100	21.25
5	101	21.5
5	102	21.75
5	103	22
5	104	22
5	105	22.25
5	106	22.5
5	107	22.75
5	108	23
5	109	23.25
5	110	23.5
5	111	23.75
5	112	24
5	113	24.25
5	113	24.75
5	112	24.75
5	111	24.75
5	110	25
5	109	25
5	108	25
5	107	24.75
5	106	24.75
5	105	24.75
5	104	24.75
5	103	24.75
5	102	24.75
5	101	24.5
5	100	24.5
5	99	24.5
5	98	24.25
5	97	24.25
5	96	24.25
5	95	24
5	94	24
5	93	24
5	92	23.75
5	91	23.75
5	90	23.5
5	89	23.5
5	88	23.25
5	87	23.25
5	86	23.25
5	85	23
5	84	23
5	83	22.75
5	82	22.75
5	81	22.5
5	80	22.5
5	79	22.25
5	78	22
5	77	22
5	76	21.75
5	75	21.75
5	74	21.5
5	73	21.5
5	72	21.25
5	71	21
5	70	21
5	69	20.75
5	68	20.5
5	67	20.5
5	66	20.25
5	65	20
5	64	19.75
5	63	19.75
5	62	19.5
5	61	19.25
5	60	19
5	59	18.75
5	58	18.5
5	57	18.5
5	56	18.25
5	55	18
5	54	17.75
5	53	17.5
5	52	17.25
5	51	17
5	50	16.75
5	49	16.5
5	48	16.25
5	47	16
5	46	15.5
5	45	15.25
5	44	15
5	43	14.75
5	42	14.25
5	41	14
5	40	13.75
5	39	13.25
5	38	13
5	37	12.5
5	36	12
5	35	11.5
5	34	10.75
