CLAS physics database search results
Measurement E161M138
g13
Paul Mattione
2006

cos(theta_pi)	dsigma/dOmega	Data errors	Systematic errors	Full errors
	mcb	mcb	mcb	mcb
-0.62	0.0791	0.00284380825566	0.0144223006003	0.0148501665322
-0.58	0.0727	0.00221260869565	0.00995712622999	0.010415396646
-0.54	0.077	0.0021095890411	0.0106939063993	0.0111022685034
-0.5	0.0864	0.00232371638142	0.0108540472718	0.0112992268375
-0.46	0.0924	0.00243157894737	0.0126687577853	0.0130721366667
-0.42	0.1198	0.0028599469496	0.0174674183395	0.0179829891003
-0.38	0.117	0.00296739130435	0.0105921947134	0.0114502512025
-0.34	0.1253	0.00328899237934	0.0147374532783	0.0154318121424
-0.3	0.1232	0.00307734711456	0.0137600848375	0.0144549103662
-0.26	0.1489	0.00318389166073	0.0116735955855	0.0128230896681
-0.22	0.1444	0.00297294117647	0.0105906383548	0.0117914167364
-0.18	0.1385	0.00276150306748	0.0127033106239	0.0136766028509
-0.14	0.1432	0.00276201780415	0.00961099670427	0.0108653667638
-0.1	0.1436	0.00265532544379	0.0117025316401	0.0127298832761
-0.06	0.1395	0.00254988575781	0.00641155851741	0.00810375725236
-0.02	0.1346	0.00244340962904	0.00959373490277	0.0104003522146
0.02	0.1401	0.00276163760425	0.0116779003996	0.012729934182
0.06	0.1321	0.00297331189711	0.00954774404572	0.0104951717078
0.1	0.1449	0.00276	0.0106481172045	0.0117910908098
0.14	0.1477	0.00244219985622	0.0106228837828	0.0116982730392
0.18	0.1404	0.00212405446293	0.0157574868757	0.0164577164104
0.22	0.155	0.00223098012337	0.00851250419613	0.00977231450748
0.26	0.1601	0.00233877822045	0.00951683331973	0.0106828020536
0.3	0.1653	0.00244810045074	0.00740586282502	0.00888633041561
0.34	0.1652	0.00255793548387	0.00852449212917	0.00986838863629
0.38	0.169	0.00266561514196	0.00849143662256	0.00986914841603
0.42	0.1514	0.0025552742616	0.00956454773881	0.010777165489
0.46	0.1409	0.00244028614458	0.0127689076875	0.0136752086445
0.5	0.1322	0.00232300319489	0.0115690819064	0.0122177953689
0.54	0.1322	0.00231376292761	0.00734414740558	0.0083213492475
0.58	0.1283	0.0022012254902	0.00944693634684	0.0101969877163
0.62	0.1298	0.00219468599034	0.00727621834498	0.00822130713528
0.66	0.1437	0.00239673676577	0.00731748952002	0.0087558098885
0.7	0.1824	0.00280775370582	0.0217192660817	0.0225087817699
0.74	0.2416	0.00311340206186	0.0176271588068	0.0189521262553
0.78	0.3481	0.00372742415229	0.0124541683459	0.0159948606611
0.82	0.4579	0.00465135440181	0.0330745355558	0.0356287746653
0.86	0.6806	0.00753927162367	0.0464926809658	0.0506359312723
0.9	1.0092	0.0126768382353	0.0958654670481	0.100624268381
