CLAS physics database search results
Measurement E161M8
g13
Paul Mattione
2006

cos(theta_pi)	dsigma/dOmega	Data errors	Systematic errors	Full errors
	mcb	mcb	mcb	mcb
-0.63	5.6781	0.0547299354958	0.387150660804	0.421331623235
-0.61	5.4463	0.0468274138758	0.324033876793	0.358615236479
-0.59	5.2425	0.042388524884	0.240086761314	0.284259261128
-0.57	5.401	0.0428617686812	0.323270906185	0.357291965052
-0.55	5.2841	0.0411501813809	0.322989198848	0.356773340043
-0.53	5.5232	0.0421522980383	0.374736699257	0.404272549438
-0.51	5.3976	0.0402410217881	0.291132049362	0.327977468026
-0.49	5.3561	0.0388529694713	0.207798957561	0.256597818323
-0.47	5.2907	0.0376787604716	0.228311784648	0.273245577352
-0.45	5.2301	0.0373408166908	0.165950816234	0.22365419555
-0.43	5.2585	0.0376206764028	0.186544296903	0.239303612404
-0.41	5.3191	0.0378041806215	0.269259083278	0.308148158567
-0.39	5.3114	0.0378801691381	0.217323382971	0.263930765504
-0.37	5.2631	0.037654160934	0.289662862936	0.326031153257
-0.35	5.2712	0.0370104652075	0.279157277292	0.31661710812
-0.33	5.4609	0.0371974797071	0.217035452181	0.263464701135
-0.31	5.412	0.0368690176322	0.154871932702	0.215056466469
-0.29	5.4468	0.0361310008908	0.165194917521	0.222445493562
-0.27	5.4982	0.0358064560929	0.21666115873	0.262857438009
-0.25	5.4551	0.0343477281752	0.257822116137	0.297497520184
-0.23	5.6823	0.0336151450814	0.237129230634	0.285102334808
-0.21	5.7674	0.0319523545706	0.226759888511	0.276305420484
-0.19	5.8502	0.0305030685221	0.267969499777	0.310856785842
-0.17	6.0083	0.0296690910961	0.236949752128	0.290161684519
-0.15	5.9966	0.0286332216898	0.206019752974	0.265370615522
-0.13	6.1314	0.0284213899432	0.154507716939	0.227655049296
-0.11	6.1018	0.0279034744604	0.175090508346	0.242024372066
-0.09	6.1549	0.0277975845976	0.175006097867	0.241939322626
-0.07	6.1387	0.0273833106941	0.133827180705	0.2139847785
-0.05	6.276	0.0275863607289	0.18525734183	0.249410567572
-0.03	6.3495	0.0276893166896	0.175023260572	0.249039608288
-0.01	6.4042	0.02789805819	0.195620700206	0.263956349081
0.01	6.3879	0.028103795204	0.164719721634	0.241969567034
0.03	6.3298	0.0281068199932	0.19559081438	0.263968207204
0.05	6.4719	0.0289333211359	0.164779103433	0.242133841761
0.07	6.5047	0.0290420575988	0.21625863888	0.279755120819
0.09	6.6877	0.0299753665825	0.216333162965	0.279934656384
0.11	6.8458	0.0308058424261	0.154559891539	0.243373501552
0.13	6.7926	0.0315335750588	0.237011484203	0.302615185253
0.15	6.9709	0.0342231245841	0.175290438255	0.257537709559
0.17	6.8761	0.0355745681123	0.195896044124	0.272195814502
0.19	6.9344	0.0367199631112	0.195989806646	0.272453686166
0.21	7.0688	0.0373502882749	0.237278309092	0.303624495285
0.23	7.1874	0.0380842717443	0.340577272063	0.394838786147
0.25	7.2269	0.0384019712314	0.351005553525	0.403918502543
0.27	7.239	0.0383108755813	0.444050410215	0.486973736815
0.29	7.3068	0.03842205134	0.413117121372	0.458969279089
0.31	7.529	0.0392560475295	0.578469534835	0.615512837359
0.33	7.8176	0.0406074201351	0.557924186095	0.596350605429
0.35	7.9184	0.0417486701642	0.661383654575	0.697326903167
0.37	8.1315	0.0437166306558	0.558090401462	0.600399306762
0.39	8.3664	0.0470185025073	0.671656274014	0.710645741853
0.41	8.5288	0.0511734202839	0.671954232858	0.711244677731
0.43	8.8656	0.0559869449503	0.486388344839	0.544392041913
0.45	9.2671	0.0620011613206	0.476886428822	0.541463955836
0.47	9.4001	0.0666253577036	0.31186258466	0.404876728655
0.49	9.7177	0.0730897158859	0.427496881195	0.506004483767
0.51	10.0726	0.0807867434081	0.408080264273	0.497074809557
