CLAS physics database search results
Measurement E161M78
g13
Paul Mattione
2006

cos(theta_pi)	dsigma/dOmega	Data errors	Systematic errors	Full errors
	mcb	mcb	mcb	mcb
-0.67	0.3638	0.00922402656203	0.0307461759245	0.0335869234647
-0.65	0.3094	0.00791923213651	0.0296610141831	0.0319361078519
-0.61	0.2726	0.00726053268765	0.0274562318079	0.0294254770715
-0.58	0.2658	0.00714811750103	0.0219662107836	0.0243488969686
-0.55	0.2466	0.00669750667854	0.02708419104	0.0286671927931
-0.53	0.2574	0.0086530212766	0.0507678561965	0.051917627694
-0.49	0.2642	0.00742380165289	0.0316407517139	0.0333864109733
-0.46	0.283	0.00674586697424	0.037294815709	0.0386577035966
-0.43	0.2622	0.00498396694215	0.0285685154238	0.0299753493538
-0.41	0.2609	0.00474559735428	0.017259470031	0.0194270350549
-0.38	0.2832	0.00515299469295	0.0182878824825	0.0204321310066
-0.34	0.2864	0.00491582089552	0.0294931297919	0.0308215725053
-0.31	0.2972	0.00510762620838	0.028749820078	0.0304155591344
-0.28	0.3328	0.00550958293537	0.0386088655088	0.0401488704522
-0.26	0.3287	0.00538160513644	0.0231835788039	0.0256248329531
-0.22	0.3423	0.00546838709677	0.0326451641527	0.0344265459429
-0.2	0.3573	0.00545176056338	0.0314306905231	0.0332662468384
-0.17	0.361	0.00543800695249	0.0378109518577	0.0393424010772
-0.14	0.3709	0.00563550928531	0.0302800435121	0.0325200365009
-0.1	0.3955	0.00583610013175	0.0292229350896	0.0315697624372
-0.07	0.4002	0.00562195629553	0.0333291705179	0.0353670687129
-0.04	0.4066	0.00530755055029	0.0430742371628	0.0448843945578
-0.02	0.4154	0.00509884769539	0.0239635504919	0.0270420026589
0.02	0.4493	0.00520505097312	0.0312697528671	0.0340726154036
0.04	0.4777	0.00531124918247	0.0416628207413	0.0441281134301
0.07	0.4927	0.00552190738	0.0239722451783	0.0280821668119
0.1	0.5105	0.00552511741883	0.0260198592907	0.029853332173
0.14	0.5314	0.00552781157998	0.0313158633784	0.0349921645958
0.17	0.5953	0.00574009467041	0.0406971904826	0.0443626923623
0.2	0.6231	0.00595218702866	0.0303213038898	0.0351278194929
0.23	0.7061	0.00668694880142	0.0354752690719	0.0407052193872
0.26	0.7446	0.00731639528355	0.0449079097716	0.0496449537112
0.28	0.8174	0.00826079058462	0.0512383580818	0.0563543296765
0.31	0.8938	0.00847253364541	0.0575799980343	0.0629763312546
0.34	1.0015	0.00837112109497	0.0366563000262	0.0464104971675
0.38	1.1051	0.00816344350791	0.0460825150148	0.055780276497
0.41	1.2067	0.00816611140031	0.0450661139283	0.056133508693
0.44	1.3246	0.00816749407115	0.053378760201	0.0652621641546
0.46	1.5057	0.00879852521739	0.0555069901364	0.0694779580505
0.49	1.6247	0.00901097639623	0.0534456949098	0.0698159317405
0.52	1.8005	0.00953754584085	0.0544713247437	0.07405824082
0.55	1.921	0.00975126903553	0.0765816737359	0.093318508876
0.58	2.1256	0.0104900557667	0.0703218936748	0.0915639580683
0.61	2.2851	0.0108114515388	0.0987096880535	0.117028947294
0.65	2.4495	0.0111345683777	0.105011339326	0.125183496796
0.68	2.6208	0.0113563793934	0.105188747721	0.12769627062
0.71	2.9414	0.0122132798797	0.0915892777271	0.122231938625
0.73	3.1068	0.0123365212965	0.0875349658268	0.122187837123
0.76	3.3331	0.0133053668737	0.10344784779	0.138295867073
0.79	3.4934	0.0144805240386	0.147993258034	0.176524607345
0.82	3.6771	0.0185284336309	0.20114844555	0.225656652654
0.85	3.852	0.0280878350171	0.171515344865	0.203087003441
