CLAS physics database search results
Measurement E161M43
g13
Paul Mattione
2006

cos(theta_pi)	dsigma/dOmega	Data errors	Systematic errors	Full errors
	mcb	mcb	mcb	mcb
-0.71	1.5885	0.0241323294243	0.148147361355	0.156247272867
-0.69	1.6585	0.0213958998595	0.127111862032	0.136709997025
-0.67	1.6948	0.0206695853399	0.158961813785	0.166946974588
-0.65	1.6574	0.0197259022268	0.159081673304	0.166660474562
-0.63	1.7249	0.0199496278068	0.148566558654	0.157003260586
-0.61	1.636	0.018362940375	0.0902508305822	0.102322213322
-0.59	1.6071	0.0200661888089	0.138049259566	0.146133828694
-0.57	1.5497	0.0174135525865	0.148683752261	0.155608378744
-0.55	1.5541	0.0174116955868	0.116809429657	0.125503397647
-0.53	1.5363	0.0173035447761	0.116724407637	0.125407654274
-0.51	1.4857	0.0169794285714	0.100779655712	0.109868274755
-0.49	1.5147	0.0167604594159	0.116702600657	0.124947786325
-0.47	1.5097	0.0171737518433	0.155856672131	0.162159132683
-0.45	1.4517	0.0159969860614	0.137774404143	0.144132461205
-0.43	1.5883	0.0166208824902	0.127017149493	0.135253802936
-0.41	1.5806	0.0157605166299	0.126925238292	0.135052514511
-0.39	1.6271	0.0164865939205	0.162767171816	0.169514495887
-0.37	1.6024	0.0153082092502	0.158361828512	0.164883066382
-0.35	1.4878	0.0128676875089	0.115988415879	0.123737341814
-0.33	1.5303	0.0126418835192	0.115912651514	0.123981074672
-0.31	1.4377	0.0117870141278	0.0779134538957	0.0878959876972
-0.29	1.4495	0.0117734425992	0.0872088645114	0.0966418732429
-0.27	1.4479	0.0117595939086	0.0987019348904	0.107108636686
-0.25	1.4228	0.011327023441	0.0765666934115	0.0865830825767
-0.23	1.3777	0.0108942214112	0.0618478450703	0.0732525897442
-0.21	1.3964	0.0107785671463	0.0951917143993	0.102941097004
-0.19	1.3575	0.0107663432663	0.0606518412966	0.0716449402489
-0.17	1.3316	0.0104406460718	0.0720474351355	0.0814565949286
-0.15	1.3536	0.0108471567268	0.0761311315491	0.0851246990743
-0.13	1.3287	0.0105229122559	0.0780942271724	0.0868284252228
-0.11	1.3181	0.0104082438408	0.0791183193714	0.0877217268592
-0.09	1.2947	0.0101903943458	0.0686477666285	0.0778864280577
-0.07	1.2975	0.010283604195	0.0633710303274	0.0732731926374
-0.05	1.2791	0.0103789354106	0.0675067974336	0.0768775636384
-0.03	1.3207	0.0109911439114	0.0684228379674	0.078227641596
-0.01	1.3697	0.0116041149773	0.0818818326346	0.0907221086594
0.01	1.3816	0.0119058823529	0.0714143540571	0.0814300727459
0.03	1.4035	0.0118975748194	0.0714157385554	0.0818966031841
0.05	1.3932	0.0113722172752	0.0754477479733	0.085351659483
0.07	1.4158	0.011157793345	0.0599708566528	0.0719875667003
0.09	1.4162	0.0109446777486	0.0577724331232	0.0701207416647
0.11	1.4903	0.0109391177896	0.0867127193783	0.0962218122688
0.13	1.4646	0.0105211071202	0.0794060218432	0.0896341613295
0.15	1.4708	0.010207444795	0.0660155138642	0.0779690725587
0.17	1.4916	0.0104091480688	0.0473698177797	0.0636529412749
0.19	1.5432	0.0106122045667	0.0628098011001	0.0764338958711
0.21	1.5684	0.0108158413241	0.0566772227306	0.0721180197784
0.23	1.629	0.0112252497155	0.078299449352	0.0906520960662
0.25	1.7139	0.0116374654489	0.0875297629263	0.0997228461464
0.27	1.7283	0.0112240645853	0.072131964996	0.0870212081487
0.29	1.7827	0.01143152513	0.0710867092585	0.0867578440454
0.31	1.8199	0.0114329560247	0.073111473221	0.0889960380953
0.33	1.8273	0.0115391069012	0.078253811485	0.0932868714947
0.35	1.8943	0.0119553210011	0.0638910815354	0.0829487870184
0.37	1.897	0.012166204685	0.068020537072	0.0862113060766
0.39	2.0162	0.0133072294705	0.074318016953	0.0932169476061
0.41	2.0741	0.0139346819946	0.0866871653574	0.104555143882
0.43	2.2611	0.0150808862494	0.10330501861	0.121410110481
0.45	2.4394	0.0158174351585	0.155095514909	0.169359211183
0.47	2.4897	0.0152113840399	0.134542832569	0.151649282816
0.49	2.5414	0.0141908212757	0.124292520256	0.143060899323
0.51	2.6029	0.0131716260908	0.0881210432651	0.114280286757
0.53	2.6933	0.012668977483	0.0914264021469	0.118132548305
0.55	2.7964	0.0126858587737	0.0925344745874	0.120355561364
0.57	2.9269	0.0130153859836	0.0759934847714	0.111231312915
0.59	3.0386	0.013451592313	0.0885845057798	0.122422129455
0.61	3.1642	0.0140979207921	0.0950602894449	0.129413899114
0.63	3.3053	0.0147441330001	0.135902540602	0.163627842619
0.65	3.4559	0.0155987125504	0.157027131945	0.18378880793
0.67	3.6485	0.0165564650468	0.199112841035	0.223226156915
0.69	3.7528	0.0172973909157	0.230652314681	0.253089667022
0.71	3.9854	0.0190794328853	0.304001867167	0.322134938279
0.73	4.3213	0.0219467267691	0.378063527974	0.395924285022
0.75	4.8135	0.0270984096734	0.358477232461	0.381116746317
0.77	5.3293	0.0343873737877	0.403336768128	0.431209068399
0.79	5.6698	0.0440324968822	0.364248197275	0.39637396769
