CLAS physics database search results
Measurement E161M79
g13
Paul Mattione
2006

cos(theta_pi)	dsigma/dOmega	Data errors	Systematic errors	Full errors
	mcb	mcb	mcb	mcb
-0.67	0.3543	0.0104238154227	0.049208069176	0.0512602131074
-0.65	0.3019	0.00900866084425	0.036504849401	0.0386135393454
-0.61	0.2667	0.00813511953833	0.0304313954675	0.0324263615729
-0.58	0.2392	0.00747156637575	0.0288481489162	0.0305205148786
-0.55	0.2346	0.00745806451613	0.0366488372759	0.0379745294999
-0.53	0.2257	0.0113835111542	0.0289417634881	0.0317858597147
-0.49	0.2638	0.008182382134	0.0310396298724	0.0329959404889
-0.46	0.258	0.00728138163437	0.0278643406793	0.0295289476535
-0.43	0.2533	0.00552064102564	0.0366869530306	0.0376642185586
-0.41	0.2442	0.00517281553398	0.0226159673561	0.024084214895
-0.38	0.2496	0.00514860335196	0.019325938102	0.0210099722035
-0.34	0.2709	0.00534108832808	0.017084577123	0.0193990556491
-0.31	0.2901	0.00574244868035	0.0298527098126	0.0312981128804
-0.28	0.3088	0.0058244170096	0.0264666991991	0.0283933572979
-0.26	0.326	0.00590809061489	0.0345991974659	0.0361004956355
-0.22	0.3293	0.00588786717752	0.0221301382757	0.0247780472471
-0.2	0.3451	0.00597711941659	0.0240689435472	0.0265350236787
-0.17	0.3594	0.00627590221187	0.0230612890235	0.0256871686702
-0.14	0.3755	0.00647413793103	0.0386616804866	0.0405669651653
-0.1	0.3785	0.00625792229264	0.0302596828896	0.0326127612813
-0.07	0.4085	0.00656517857143	0.0420910730479	0.0441153103008
-0.04	0.4182	0.0063553064275	0.0434375422902	0.045371251997
-0.02	0.4196	0.00583501365781	0.034408757833	0.0367338951553
0.02	0.4535	0.00583681912204	0.0364354434931	0.0389621199946
0.04	0.4617	0.00583902439024	0.0354219676778	0.0380179566359
0.07	0.4936	0.00625866441251	0.0322992123708	0.0355850463126
0.1	0.51	0.00636717151044	0.0323799185755	0.0356809210272
0.14	0.5287	0.00616103100928	0.028235645856	0.0323872926957
0.17	0.5772	0.00626937002172	0.0355514415957	0.039355638134
0.2	0.6337	0.00669033322336	0.0407545020993	0.0449611550676
0.23	0.6888	0.00732098390525	0.0397311363374	0.04457078867
0.26	0.7418	0.00815969538852	0.0470984009407	0.051767775441
0.28	0.8154	0.0094181211499	0.0428778380286	0.0490931532833
0.31	0.8622	0.00921131479908	0.0376907373193	0.0451191977106
0.34	0.9913	0.00921457695152	0.0408742164647	0.0499680342028
0.38	1.0774	0.00900713521921	0.0544601828416	0.0625062258152
0.41	1.1866	0.00890447603072	0.055490091968	0.0649082061809
0.44	1.3116	0.00922038664323	0.0608048885383	0.0710727453425
0.46	1.4451	0.00953688447313	0.0492857772034	0.0640782261892
0.49	1.5899	0.00995915205064	0.051343015985	0.067695703312
0.52	1.7633	0.0105913351175	0.0744504104786	0.0893416021022
0.55	1.8889	0.0109094018993	0.0891348694406	0.103469835463
0.58	2.0759	0.0115438552146	0.0933892360328	0.109846621085
0.61	2.2658	0.0120761458961	0.101886832811	0.119855291647
0.65	2.4436	0.0125054143551	0.102943210615	0.123600408082
0.68	2.6416	0.0128324918372	0.0925142537842	0.118283604575
0.71	2.8512	0.0132687423823	0.0884098437709	0.118596208425
0.73	3.0576	0.0138157284768	0.0759537072608	0.113584476826
0.76	3.2814	0.014681170336	0.101443152739	0.136257657099
0.79	3.3949	0.0159638110364	0.137476240628	0.166763033811
0.82	3.5876	0.020328145197	0.211726371794	0.234385448702
0.85	3.7121	0.0303164117511	0.21426589831	0.23913565938
