CLAS physics database search results
Measurement E161M155
g13
Paul Mattione
2006

cos(theta_pi)	dsigma/dOmega	Data errors	Systematic errors	Full errors
	mcb	mcb	mcb	mcb
-0.62	0.0501	0.00211839323467	0.00750682423554	0.00787158798936
-0.58	0.059	0.00222841726619	0.0125029659076	0.0128761083582
-0.54	0.059	0.00212612612613	0.00528862814876	0.00608361835622
-0.5	0.0615	0.00223056994819	0.00642374950525	0.00712410505459
-0.46	0.0666	0.00234057507987	0.00733564641293	0.00798858647105
-0.42	0.072	0.00255621301775	0.00640903854005	0.00722133341181
-0.38	0.0804	0.00298567639257	0.0105870551372	0.0112048245695
-0.34	0.0787	0.00266598915989	0.00880525421549	0.00944398214994
-0.3	0.0775	0.00234848484848	0.00638158435786	0.00712728322608
-0.26	0.0777	0.00213755158184	0.00812347667166	0.008667705969
-0.22	0.0673	0.00202968253968	0.00722013772639	0.00779837586698
-0.18	0.0746	0.00213753581662	0.00645530329517	0.00712804737409
-0.14	0.0675	0.00192551505547	0.00428746915688	0.00516403854649
-0.1	0.0615	0.00181826086957	0.0124681164339	0.0127802926029
-0.06	0.0574	0.00181713221601	0.00322304677433	0.00385130497321
-0.02	0.0559	0.00203078393881	0.00773795299765	0.00807108452289
0.02	0.0581	0.00213996316759	0.00326045359442	0.00404411431461
0.06	0.0543	0.00181712598425	0.00422587898044	0.00472255673974
0.1	0.0463	0.00139006928406	0.00321211883116	0.00365969512541
0.14	0.0489	0.00138799126638	0.00614519977254	0.00638983196321
0.18	0.0419	0.0011727735369	0.00465452492003	0.00491698000514
0.22	0.0457	0.00127832167832	0.00315053863438	0.00356297572976
0.26	0.0463	0.00127724137931	0.00647523393083	0.00668527328147
0.3	0.0484	0.0013798245614	0.00542734596094	0.00569969976476
0.34	0.0497	0.00137468085106	0.00532543449474	0.00560073153729
0.38	0.0497	0.00147728237792	0.00643254512428	0.00668382006225
0.42	0.0489	0.00147225806452	0.00425234713911	0.00462124330654
0.46	0.0434	0.00146763285024	0.00509274521421	0.00540268008809
0.5	0.0392	0.00135893333333	0.00428990678169	0.00461981837065
0.54	0.0415	0.00135213032581	0.00512462131108	0.00540109327186
0.58	0.0475	0.0014519650655	0.0041535283132	0.00452057668297
0.62	0.0532	0.00155252918288	0.00517200668371	0.00549829657919
0.66	0.0753	0.00185925925926	0.0108417321036	0.0111923058334
0.7	0.1082	0.00226920877026	0.00829522100712	0.00913975712631
0.74	0.159	0.00268441558442	0.0124130541355	0.0133546182008
0.78	0.2314	0.00341206434316	0.0175717903732	0.0189445653326
0.82	0.343	0.00508071342201	0.0310875594269	0.0328532308858
0.86	0.4526	0.00768526847178	0.0426125175097	0.0450578110541
