CLAS physics database search results
Measurement E161M60
g13
Paul Mattione
2006

cos(theta_pi)	dsigma/dOmega	Data errors	Systematic errors	Full errors
	mcb	mcb	mcb	mcb
-0.67	0.984	0.0137387862797	0.0767805037204	0.0825555823403
-0.65	0.9644	0.0126681037386	0.0779776836516	0.0831640823848
-0.61	0.9284	0.0119095043732	0.0649165903725	0.0705414361406
-0.58	0.9107	0.0117949500951	0.0638191910968	0.0695085878786
-0.55	0.9211	0.0115637334272	0.0399604813438	0.048460413944
-0.53	0.9233	0.0113281724702	0.0604476840622	0.0663173368406
-0.49	0.9358	0.0111968706857	0.0527241888211	0.0597734090133
-0.46	0.9621	0.0106339064419	0.0536564072016	0.0604702857444
-0.43	0.9959	0.00964188898451	0.060030608666	0.0664377183974
-0.41	1.017	0.00897635809604	0.0800985954642	0.0852543766669
-0.38	0.9798	0.00831332535625	0.051128549965	0.0582512712654
-0.34	0.9636	0.00818411647915	0.0499337584952	0.0571526107364
-0.31	0.9476	0.0079514432759	0.051995524325	0.0584310586053
-0.28	0.9455	0.00803780760626	0.060266355862	0.0658856119463
-0.26	0.9291	0.00791307063366	0.0548319552191	0.0609126823689
-0.22	0.8846	0.00757957872189	0.0505347403911	0.0565460630396
-0.2	0.8589	0.00745864726027	0.0357297996223	0.0432016463923
-0.17	0.8395	0.0073392031972	0.0429778558845	0.0493254848498
-0.14	0.7946	0.00690683524299	0.0470962379275	0.0524282127866
-0.1	0.7713	0.00720841121495	0.0281930631141	0.0358241114429
-0.07	0.7161	0.00698786775415	0.0343973793224	0.0403075351042
-0.04	0.6948	0.00697820416729	0.034399341078	0.0397929081429
-0.02	0.6439	0.00644940226171	0.0280685804854	0.0337958336314
0.02	0.6305	0.00602553962762	0.0405548131816	0.0446420563667
0.04	0.6405	0.00581234807973	0.0414948985997	0.045463643725
0.07	0.6344	0.0054957829356	0.0290853291184	0.0344514990194
0.1	0.6323	0.00538833169453	0.03518985481	0.0397199304935
0.14	0.6889	0.00590308177992	0.038348319722	0.0430457718187
0.17	0.7166	0.00600358226203	0.0372189064861	0.0425214915905
0.2	0.7565	0.00610414387309	0.0361888025165	0.042131335219
0.23	0.8331	0.006204816286	0.0371858878455	0.0440329159232
0.26	0.9281	0.00661525782381	0.043398713851	0.0509407457141
0.28	1.043	0.00733561168895	0.0403384283426	0.0501786512597
0.31	1.1834	0.00836507548652	0.0392177958599	0.0513121558831
0.34	1.3145	0.00929194156456	0.0433145451547	0.057168627339
0.38	1.453	0.00980501491689	0.0783891681451	0.088199847394
0.41	1.6123	0.0095964096	0.057808900031	0.0735030673869
0.44	1.8214	0.00938919163881	0.0598682142741	0.0782631834498
0.46	2.0465	0.00918360812787	0.0629334675809	0.0845562773122
0.49	2.2927	0.0094944364422	0.0846693313818	0.105934058385
0.52	2.5212	0.00980690332883	0.0680974643221	0.0975559570471
0.55	2.7674	0.0104328841775	0.077500935012	0.108633806958
0.58	2.9565	0.0108539037097	0.085816331629	0.118250942819
0.61	3.2054	0.0114848095546	0.102458328844	0.135514718932
0.65	3.5143	0.0122240124985	0.113946186941	0.149716068475
0.68	3.6791	0.0124479657146	0.114123127146	0.152655287984
0.71	3.9194	0.0128804622071	0.155768365509	0.187668970016
0.73	4.2128	0.0137228142043	0.166334886209	0.202319263254
0.76	4.4933	0.015384453801	0.228683096405	0.260945227717
0.79	4.9364	0.0197143074485	0.281610788291	0.313178761302
0.82	5.1558	0.028079744477	0.211141014372	0.253380299626
