CLAS physics database search results
Measurement E161M52
g13
Paul Mattione
2006

cos(theta_pi)	dsigma/dOmega	Data errors	Systematic errors	Full errors
	mcb	mcb	mcb	mcb
-0.71	1.2799	0.0227925938254	0.117204341501	0.124465673129
-0.69	1.281	0.019624011323	0.131139842076	0.137191343592
-0.67	1.2527	0.0181519774974	0.132361118584	0.137900114169
-0.65	1.3027	0.018384017066	0.08227100289	0.0913815082224
-0.63	1.2755	0.0172205870021	0.0984045800931	0.105952243947
-0.61	1.1997	0.0161600981267	0.0834496928007	0.0912451143289
-0.59	1.2194	0.0162729411765	0.0878047913583	0.0952677750445
-0.57	1.165	0.0156332720588	0.0706920137267	0.079206423488
-0.55	1.2652	0.0170235085047	0.103813487362	0.11063844876
-0.53	1.1725	0.0154121405751	0.0910041533277	0.0977254003641
-0.51	1.135	0.0151918182675	0.0577347266186	0.0672805648175
-0.49	1.1743	0.0157186395921	0.0812943071154	0.0887969201165
-0.47	1.1671	0.015386102719	0.0640786847799	0.0732822851704
-0.45	1.1581	0.0146270581728	0.0843410289788	0.0913963039976
-0.43	1.1783	0.0137594550557	0.0767768024638	0.0843084746251
-0.41	1.1833	0.0131075198127	0.0937885010242	0.0999507018473
-0.39	1.1523	0.0120286281755	0.0809107663059	0.0878125652249
-0.37	1.1537	0.0115912342151	0.0457545985598	0.056970239579
-0.35	1.1399	0.0112587961237	0.0764756792049	0.0832110317063
-0.33	1.1126	0.0108225443448	0.0636869887332	0.0715538371359
-0.31	1.0906	0.0105976095618	0.0667641421092	0.073825910999
-0.29	1.1144	0.0107968085106	0.0550512390958	0.0639492302748
-0.27	1.0296	0.00993863216266	0.0591711381565	0.0664450066823
-0.25	1.0284	0.0100326555761	0.0464283945672	0.0554011768423
-0.23	1.0243	0.0100225048924	0.0410954911843	0.0509969216438
-0.21	1.0026	0.00979945349448	0.0537134127682	0.0610877928646
-0.19	0.9629	0.00957847616965	0.0379086110833	0.0471302731332
-0.17	0.9408	0.00956888342461	0.0525356685501	0.0590630744901
-0.15	0.8877	0.00903351082712	0.0577983190252	0.063292385776
-0.13	0.8534	0.008709233985	0.0366802295984	0.0442062681063
-0.11	0.8466	0.00880455614708	0.0503357704923	0.0560620453592
-0.09	0.8436	0.00890094339623	0.0428860490913	0.049489163188
-0.07	0.8096	0.00899671792221	0.0543605469677	0.0593180840003
-0.05	0.8031	0.00909169811321	0.055358387128	0.0602396382261
-0.03	0.7809	0.00908387484958	0.0396733313161	0.045744590846
-0.01	0.7501	0.00886643026005	0.0417693238447	0.0475238984459
0.01	0.7776	0.00896068605119	0.0353829917544	0.0420298201787
0.03	0.7457	0.00853656289264	0.0541310178546	0.0586220884694
0.05	0.7496	0.00821678923269	0.0322703327331	0.0392633814537
0.07	0.7613	0.00800165165165	0.0426559910311	0.0481197913596
0.09	0.7315	0.00757977288857	0.0456753439282	0.0503278345325
0.11	0.7573	0.007573	0.0383596098911	0.0442638365966
0.13	0.775	0.00756754949171	0.0363199971736	0.0425002094028
0.15	0.7878	0.00756205128205	0.0611340770799	0.0653283232793
0.17	0.7977	0.00776476314082	0.0465569377576	0.0519665827778
0.19	0.8419	0.00806932907348	0.0465051172271	0.0524007775783
0.21	0.8874	0.00837560009322	0.0340860576054	0.0423983554937
0.23	0.9269	0.00826758835991	0.0527561084872	0.05887900437
0.25	0.9853	0.00846992347206	0.0495817546722	0.0570204081275
0.27	0.9996	0.00836355748373	0.039218119616	0.0482567820849
0.29	1.0565	0.00856677413052	0.0402995084461	0.0503254184414
0.31	1.16	0.00949212843547	0.0494980756976	0.0596921969542
0.33	1.2192	0.0099021319797	0.0484994616698	0.0594955383708
0.35	1.337	0.0109311222522	0.0525756651533	0.0647025373531
0.37	1.4551	0.0118577451814	0.050527258774	0.0656560224739
0.39	1.5505	0.0126819723367	0.0525925619993	0.0686573879127
0.41	1.6276	0.0128863693945	0.064933669878	0.0796712624286
0.43	1.736	0.0126805629788	0.0762528250135	0.0906876730283
0.45	1.8516	0.0123721810791	0.0721468581114	0.0889409021187
0.47	1.9799	0.0117562685557	0.0670775681554	0.0866790615006
0.49	2.1147	0.0115534829268	0.0659963410521	0.0884651015571
0.51	2.2868	0.0117636929741	0.0804444250872	0.102819738082
0.53	2.4158	0.0117697850335	0.0722475754629	0.0986117434494
0.55	2.5362	0.0121887997393	0.0764342407623	0.103828949501
0.57	2.7104	0.0128180625477	0.0920114518553	0.119037207609
0.59	2.8029	0.0130338573959	0.0920821294355	0.120451667357
0.61	2.9902	0.0136675923682	0.0983549028715	0.128652553836
0.63	3.2143	0.0146128099307	0.13470974644	0.161617901406
0.65	3.2965	0.0148322792776	0.114140323687	0.146256515922
0.67	3.4448	0.015156123433	0.103799334885	0.141166150905
0.69	3.6017	0.0157887293073	0.145445543166	0.176469105513
0.71	3.8212	0.0166233992224	0.166271081666	0.196765951715
0.73	4.0167	0.0177587636063	0.218078119753	0.246827233313
0.75	4.1839	0.0194083473904	0.269802828102	0.293605682265
0.77	4.5424	0.0229918556182	0.280860489523	0.308215717465
0.79	5.0671	0.0300212154993	0.271947948365	0.305530311735
0.81	5.3146	0.0387333823179	0.232191483681	0.277930249538
