CLAS physics database search results
Measurement E161M154
g13
Paul Mattione
2006

cos(theta_pi)	dsigma/dOmega	Data errors	Systematic errors	Full errors
	mcb	mcb	mcb	mcb
-0.62	0.0563	0.00233258003766	0.00691730224639	0.00737659535388
-0.58	0.0557	0.0021219047619	0.00603800630849	0.00648734305819
-0.54	0.0558	0.0021216730038	0.00603808774903	0.00648732410812
-0.5	0.0572	0.00255167286245	0.00619507591584	0.00678383283374
-0.46	0.0714	0.00255380029806	0.00641000031495	0.00722074057271
-0.42	0.0675	0.00244873817035	0.00740565198839	0.00808542382048
-0.38	0.0754	0.00266242937853	0.008597178014	0.00924860310129
-0.34	0.0749	0.00256068376068	0.00747347969006	0.00818312547777
-0.3	0.0796	0.00245415549598	0.00803349990985	0.00866684267567
-0.26	0.0826	0.00235084087969	0.00638071682167	0.0071279251117
-0.22	0.0794	0.00235100942127	0.00429915744084	0.00534583682143
-0.18	0.0768	0.00224311543811	0.00641937949738	0.00712767700396
-0.14	0.0761	0.00203075842697	0.00638482734389	0.00703274531681
-0.1	0.0691	0.0019253869969	0.00735206671026	0.00789535846518
-0.06	0.0636	0.00192403361345	0.00536545381625	0.00608771332383
-0.02	0.0627	0.00213993174061	0.00645450944267	0.00712876622246
0.02	0.0589	0.00213793103448	0.00739724616947	0.00799129208002
0.06	0.0589	0.00192413793103	0.00428808736179	0.00516340479802
0.1	0.053	0.00149596774194	0.00316418718079	0.00365948024391
0.14	0.0472	0.0012814479638	0.00534863450949	0.00560270946879
0.18	0.049	0.00138779956427	0.00604268254746	0.00629123498617
0.22	0.0478	0.00138396436526	0.00501244876639	0.00530785715264
0.26	0.0487	0.00138231441048	0.00552984691204	0.00579833138257
0.3	0.0527	0.00148450704225	0.00424808649176	0.00462324214573
0.34	0.0544	0.00148171206226	0.00632886477692	0.00658560081384
0.38	0.0525	0.00147590361446	0.00776090900094	0.0079700296865
0.42	0.0483	0.00147320261438	0.00540274689922	0.00569800922732
0.46	0.0471	0.00157	0.00312811444803	0.00365315084702
0.5	0.0458	0.00156492027335	0.00313065880256	0.0036521820243
0.54	0.0456	0.00156164383562	0.00661825267957	0.0068792354701
0.58	0.0473	0.00145219298246	0.00415344863237	0.00452061403509
0.62	0.0594	0.00165574912892	0.00751987332487	0.00797330557802
0.66	0.0708	0.0018604379562	0.00517578695573	0.00587563806768
0.7	0.107	0.0022722007722	0.0121900411669	0.0127812529548
0.74	0.1593	0.00278929961089	0.0113626496769	0.0124082983489
0.78	0.2452	0.00362109704641	0.0216999459949	0.0228590077409
0.82	0.3571	0.00539331977926	0.0279850335315	0.0299897416864
0.86	0.4528	0.00778899082569	0.041576695659	0.0440976308648
