CLAS physics database search results
Measurement E161M96
g13
Paul Mattione
2006

cos(theta_pi)	dsigma/dOmega	Data errors	Systematic errors	Full errors
	mcb	mcb	mcb	mcb
-0.67	0.3055	0.011251315328	0.0338806420156	0.0367148004019
-0.65	0.2945	0.0107246904588	0.0439092360963	0.0460070880483
-0.61	0.2428	0.00954891736633	0.0182531689613	0.021582424578
-0.58	0.2023	0.00825933191941	0.029256511006	0.0308694661687
-0.53	0.1848	0.00684840764331	0.0239397016011	0.0254683314676
-0.49	0.1825	0.0049122293739	0.0254299037076	0.026444639838
-0.46	0.1932	0.00479801324503	0.0159959078798	0.0175302852969
-0.43	0.1869	0.00447027334852	0.0241904248865	0.0251690497534
-0.41	0.203	0.00467643979058	0.0229279504292	0.0239958338626
-0.38	0.2184	0.0049901798736	0.0248029858047	0.0260897017282
-0.34	0.2255	0.00551552210724	0.0211940797367	0.0228059490093
-0.31	0.241	0.00519305189094	0.0306633692222	0.0317434219023
-0.28	0.2503	0.00519030892933	0.0179652635165	0.0197504969588
-0.26	0.2838	0.00561455767077	0.0180467931268	0.0203026833453
-0.22	0.3219	0.00614353405726	0.0390193155922	0.0403987124261
-0.2	0.336	0.00635761589404	0.034926075075	0.0367585823948
-0.17	0.3426	0.00636211699164	0.0317692220142	0.0337762075785
-0.14	0.347	0.00615285845307	0.0254672796517	0.0278853994154
-0.1	0.3605	0.00583848645465	0.0222466194268	0.0249053559579
-0.07	0.3794	0.00573561030235	0.0202015537635	0.0235333013864
-0.04	0.3909	0.00563134003805	0.0382880922661	0.0401320848579
-0.02	0.4164	0.00574051570079	0.0265873368258	0.0296071155099
0.02	0.4442	0.00606017233126	0.0414594297032	0.0435015476568
0.04	0.4425	0.00595386833253	0.0435953145634	0.0455277424124
0.07	0.4752	0.00605959731544	0.0319300999118	0.0349140694799
0.1	0.4918	0.00595219364599	0.0308306891068	0.0343057700617
0.14	0.5017	0.00584236713953	0.0501609085465	0.0523540339652
0.17	0.5381	0.00637056037885	0.0255167780188	0.0302100570772
0.2	0.5424	0.00668319968707	0.0276024426807	0.0320488483688
0.23	0.5918	0.00784543174489	0.050898911587	0.0538994647276
0.26	0.6032	0.00783926940639	0.0381019140618	0.0424323551117
0.28	0.6397	0.00751591924541	0.0348998704567	0.039979258178
0.31	0.6843	0.00708735507806	0.0360091571409	0.0413453329814
0.34	0.7455	0.00729431366988	0.0422753236308	0.0473692834096
0.38	0.7918	0.00750070713809	0.0327520898941	0.0396911096126
0.41	0.863	0.00770724247614	0.0348581183286	0.0425910524443
0.44	0.9246	0.00791428897512	0.0548317793804	0.0609143031858
0.46	1.0176	0.00822686567164	0.0432240521148	0.051846066901
0.49	1.0739	0.00832889259768	0.0516325434982	0.0600560389898
0.52	1.2094	0.00895851851852	0.0706341627398	0.0783384677446
0.55	1.3314	0.0094836565097	0.115912683772	0.122007744769
0.58	1.3969	0.00948193679765	0.0800403203052	0.0890779097586
0.61	1.5659	0.0102181163808	0.0642930797025	0.0781241580189
0.65	1.6441	0.0102183443327	0.0705639811738	0.0844723744859
0.68	1.7834	0.0104298558601	0.0716448051623	0.0871224496322
0.71	1.9719	0.0108525621159	0.0537146339047	0.076750220311
0.73	2.1734	0.0115948397109	0.0843064036244	0.103568080202
0.76	2.2639	0.0122338768285	0.0749075580816	0.0981460123858
0.79	2.3938	0.0135064092392	0.088677319025	0.111022902471
0.82	2.4599	0.0149820201587	0.179375413789	0.192248722548
0.85	2.7698	0.0194320051855	0.21120797138	0.225318064526
0.89	3.1585	0.0331513756793	0.27893690378	0.293719923832
